timestamp,close,roll_x60,roll_x60x,roll_x300,roll_x500,x1,x21,x31
2021-01-30 07:55:00,1347.53000000,1345.6669999999997,1343.8299416666646,1347.404885416671,1330.308683333332,-3.5749437500064687,13.521258333332526,17.096202083338994
2021-01-30 07:56:00,1351.70000000,1345.7119999999995,1343.9494222222202,1347.4280833333376,1330.299016666665,-3.4786611111173897,13.650405555555153,17.129066666672543
2021-01-30 07:57:00,1345.87000000,1345.6658333333328,1344.0654277777758,1347.448600694449,1330.2881499999985,-3.3831729166731748,13.777277777777272,17.160450694450446
2021-01-30 07:58:00,1347.68000000,1345.6844999999994,1344.179086111109,1347.470663194449,1330.2776166666652,-3.2915770833399165,13.90146944444382,17.193046527783736
2021-01-30 07:59:00,1346.87000000,1345.6819999999993,1344.2898694444423,1347.4921875000045,1330.266819444443,-3.202318055562273,14.02304999999933,17.225368055561603
2021-01-30 08:00:00,1345.22000000,1345.691666666666,1344.3982777777755,1347.5119861111157,1330.2554611111095,-3.113708333340128,14.142816666666022,17.25652500000615
2021-01-30 08:01:00,1345.13000000,1345.660666666666,1344.5021888888866,1347.5303298611157,1330.2449305555542,-3.028140972229039,14.257258333332402,17.28539930556144
2021-01-30 08:02:00,1344.78000000,1345.6431666666658,1344.6025861111086,1347.55080555556,1330.234331944443,-2.948219444451297,14.368254166665565,17.316473611116862
2021-01-30 08:03:00,1342.46000000,1345.5994999999994,1344.6984722222196,1347.5717673611157,1330.2237430555545,-2.873295138896083,14.474729166665156,17.34802430556124
2021-01-30 08:04:00,1344.19000000,1345.6163333333327,1344.7913083333308,1347.5925520833378,1330.213447222221,-2.801243750006961,14.577861111109769,17.37910486111673
2021-01-30 08:05:00,1348.09000000,1345.6954999999994,1344.8819972222198,1347.6133784722267,1330.20324861111,-2.7313812500069616,14.678748611109768,17.41012986111673
2021-01-30 08:06:00,1350.10000000,1345.780666666666,1344.9698305555532,1347.6366527777823,1330.1935916666653,-2.6668222222290296,14.776238888887974,17.443061111117004
2021-01-30 08:07:00,1351.95000000,1345.909166666666,1345.0562999999975,1347.6587291666713,1330.184069444443,-2.602429166673801,14.872230555554552,17.474659722228353
2021-01-30 08:08:00,1350.72000000,1346.0268333333327,1345.1411499999974,1347.6821979166714,1330.174533333332,-2.5410479166739606,14.966616666665459,17.50766458333942
2021-01-30 08:09:00,1349.01000000,1346.1279999999992,1345.2244527777752,1347.704881944449,1330.164605555554,-2.48042916667373,15.059847222221151,17.54027638889488
2021-01-30 08:10:00,1350.21000000,1346.2428333333326,1345.3069222222196,1347.7274965277823,1330.1548541666652,-2.4205743055626954,15.15206805555431,17.572642361117005
2021-01-30 08:11:00,1350.77000000,1346.3569999999993,1345.3883999999973,1347.7504826388936,1330.146006944443,-2.362082638896254,15.24239305555443,17.604475694450684
2021-01-30 08:12:00,1349.69000000,1346.3574999999992,1345.4653749999973,1347.7731284722267,1330.1367402777762,-2.3077534722294786,15.328634722221068,17.636388194450547
2021-01-30 08:13:00,1350.26000000,1346.3793333333326,1345.5376388888862,1347.7954548611156,1330.1283708333317,-2.2578159722293094,15.409268055554548,17.667084027783858
2021-01-30 08:14:00,1349.83000000,1346.3958333333326,1345.6051972222194,1347.817447916671,1330.119893055554,-2.2122506944515408,15.4853041666654,17.69755486111694
2021-01-30 08:15:00,1346.11000000,1346.329166666666,1345.666724999997,1347.8395763888932,1330.1108805555539,-2.172851388896106,15.55584444444321,17.728695833339316
2021-01-30 08:16:00,1346.29000000,1346.2408333333326,1345.721527777775,1347.8617361111153,1330.1012888888872,-2.140208333340297,15.620238888887798,17.760447222228095
2021-01-30 08:17:00,1348.04000000,1346.230666666666,1345.7715666666638,1347.8841458333377,1330.0916374999983,-2.112579166673868,15.679929166665488,17.792508333339356
